equipment_id,recorded_at,vibration,temperature,spindle_speed,tool_wear,anomaly_score
6,2026-05-01 06:00:40.500,-5.38,0.738,53.5,worn,0.07389743680751115
6,2026-05-01 06:00:40.600,-4.75,1.04,53.2,worn,0.09305388359464023
6,2026-05-01 06:00:40.700,-4.63,0.96,53.4,worn,0.13289621816940317
6,2026-05-01 06:00:40.800,-3.8,1.05,53.3,worn,0.11832161431093624
6,2026-05-01 06:00:40.900,-3.05,1.1,53.3,worn,0.06634818990823937
6,2026-05-01 06:00:41.000,-2.58,0.86,53.4,worn,0.14644185838136958
6,2026-05-01 06:00:41.100,-1.83,0.86,53.2,worn,0.0911384227447048
6,2026-05-01 06:00:41.200,-1.25,1.0,53.4,worn,0.11785193495754231
6,2026-05-01 06:00:41.300,-0.55,0.866,53.4,worn,0.15169846827842476
6,2026-05-01 06:00:41.400,0.1,1.07,53.3,worn,0.11435587450957618
6,2026-05-01 06:00:41.500,0.075,0.914,53.5,worn,0.093455323235274
6,2026-05-01 06:00:41.600,-0.125,0.882,53.4,worn,0.14385136352290245
6,2026-05-01 06:00:41.700,-0.125,0.892,53.3,worn,0.14164364482977282
6,2026-05-01 06:00:41.800,-0.125,1.02,53.3,worn,0.13112969704601407
6,2026-05-01 06:00:41.900,-0.125,0.815,53.5,worn,0.0981613136342333
6,2026-05-01 06:00:42.000,-0.075,0.965,53.2,worn,0.12323589119753703
6,2026-05-01 06:00:42.100,-0.05,0.986,53.3,worn,0.1434395756945991
6,2026-05-01 06:00:42.200,-0.075,0.706,53.5,worn,0.042740408209691605
6,2026-05-01 06:00:42.300,-0.125,1.13,53.1,worn,0.01779525514457525
6,2026-05-01 06:00:42.400,5.9,0.962,53.3,worn,0.16819635396761395
6,2026-05-01 06:00:42.500,6.05,0.94,53.3,worn,0.17073051969442693
6,2026-05-01 06:00:42.600,6.15,0.872,53.4,worn,0.1621476267031109
6,2026-05-01 06:00:42.700,5.88,0.961,53.3,worn,0.16819635396761395
6,2026-05-01 06:00:42.800,5.9,0.709,53.5,worn,0.06276990828704904
6,2026-05-01 06:00:42.900,6.1,1.03,53.3,worn,0.14645037349717682
6,2026-05-01 06:00:43.000,6.05,0.956,53.4,worn,0.1496223443961578
6,2026-05-01 06:00:43.100,5.95,0.741,53.4,worn,0.10600385671978058
6,2026-05-01 06:00:43.200,5.82,1.03,53.3,worn,0.14510569608552193
6,2026-05-01 06:00:43.300,6.03,0.775,53.5,worn,0.1000786612378452
6,2026-05-01 06:00:43.400,6.2,1.05,53.2,worn,0.11982059453187216
6,2026-05-01 06:00:43.500,6.03,0.871,53.4,worn,0.16298268712744657
6,2026-05-01 06:00:43.600,5.95,0.892,53.3,worn,0.16231330243474668
6,2026-05-01 06:00:43.700,6.1,0.905,53.3,worn,0.16580499461744602
6,2026-05-01 06:00:43.800,6.18,0.915,53.4,worn,0.15525403233211416
6,2026-05-01 06:00:43.900,6.0,1.03,53.3,worn,0.14603449071291552
6,2026-05-01 06:00:44.000,6.03,0.861,53.3,worn,0.15804824769613984
6,2026-05-01 06:00:44.100,6.0,0.995,53.3,worn,0.15839412427663546
6,2026-05-01 06:00:44.200,6.15,0.807,53.5,worn,0.10357624200043308
6,2026-05-01 06:00:44.300,6.07,0.799,53.3,worn,0.13013947818552007
6,2026-05-01 06:00:44.400,5.78,0.953,53.3,worn,0.16761961613685483
6,2026-05-01 06:00:44.500,5.78,1.03,53.3,worn,0.14365181992236742
6,2026-05-01 06:00:44.600,5.88,0.919,53.5,worn,0.10896988683861641
6,2026-05-01 06:00:44.700,6.15,0.838,53.3,worn,0.15314491853400586
6,2026-05-01 06:00:44.800,5.93,0.892,53.3,worn,0.16205066044895494
6,2026-05-01 06:00:44.900,5.97,0.831,53.4,worn,0.15872978134755944
6,2026-05-01 06:00:45.000,5.95,0.926,53.2,worn,0.12809563651031153
6,2026-05-01 06:00:45.100,6.15,0.974,53.2,worn,0.13067198983073858
6,2026-05-01 06:00:45.200,6.2,0.869,53.4,worn,0.1626336878124281
6,2026-05-01 06:00:45.300,6.05,0.913,53.3,worn,0.164800940874838
6,2026-05-01 06:00:45.400,-1.8,1.02,53.4,worn,0.10336609389582285
6,2026-05-01 06:00:45.500,-1.15,0.856,53.3,worn,0.14039644084917974
6,2026-05-01 06:00:45.600,-0.275,0.911,53.3,worn,0.15402008700665404
6,2026-05-01 06:00:45.700,-0.125,0.984,53.3,worn,0.17962854823482266
6,2026-05-01 06:00:45.800,6.1,1.05,53.2,worn,0.11886651065559539
6,2026-05-01 06:00:45.900,6.03,0.93,53.3,worn,0.16845863314104265
6,2026-05-01 06:00:46.000,5.9,0.971,53.3,worn,0.16267779552510603
6,2026-05-01 06:00:46.100,5.8,0.899,53.4,worn,0.154926625705323
6,2026-05-01 06:00:46.200,0.8,1.1,53.3,worn,0.10716386464328304
6,2026-05-01 06:00:46.300,1.52,1.08,53.2,worn,0.0818329341113283
6,2026-05-01 06:00:46.400,2.55,0.893,53.5,worn,0.09581407012399834
6,2026-05-01 06:00:46.500,-5.95,0.917,53.4,worn,0.16145548986249836
6,2026-05-01 06:00:46.600,-6.2,0.943,53.3,worn,0.16579247349752463
6,2026-05-01 06:00:46.700,-6.03,1.06,53.4,worn,0.09350869489797597
6,2026-05-01 06:00:46.800,-5.85,0.999,53.3,worn,0.14974089013310082
6,2026-05-01 06:00:46.900,-6.03,0.845,53.4,worn,0.16396884256857808
6,2026-05-01 06:00:47.000,-6.13,0.933,53.4,worn,0.1581831025193478
6,2026-05-01 06:00:47.100,-6.03,1.09,53.2,worn,0.09231638343819887
6,2026-05-01 06:00:47.200,-6.2,0.818,53.5,worn,0.10614962089636598
6,2026-05-01 06:00:47.300,-5.43,1.02,53.3,worn,0.12466970501899127
6,2026-05-01 06:00:47.400,-4.72,0.968,53.3,worn,0.15357612183207686
6,2026-05-01 06:00:47.500,0.05,1.02,53.3,worn,0.13093140724021285
6,2026-05-01 06:00:47.600,0.125,0.862,53.3,worn,0.13943124327608036
6,2026-05-01 06:00:47.700,0.05,0.988,53.3,worn,0.14955252383253237
6,2026-05-01 06:00:47.800,0.075,0.804,53.5,worn,0.07967481935187959
6,2026-05-01 06:00:47.900,0.1,0.823,53.3,worn,0.12086457079291335
6,2026-05-01 06:00:48.000,0.1,1.15,53.3,worn,0.017707351440581
6,2026-05-01 06:00:48.100,0.1,0.801,53.5,worn,0.08265163964563571
6,2026-05-01 06:00:48.200,0.125,0.989,53.2,worn,0.11919880946828271
6,2026-05-01 06:00:48.300,0.075,0.944,53.4,worn,0.1334335411375202
6,2026-05-01 06:00:48.400,0.1,0.826,53.4,worn,0.13705276507520853
6,2026-05-01 06:00:48.500,0.025,2.79e-19,0.002,worn,0.14305948375589272
6,2026-05-01 06:00:48.600,0.0,2.79e-19,0.001,worn,0.1481422734398593
6,2026-05-01 06:00:48.700,0.025,2.79e-19,0.002,worn,0.1505857457021363
6,2026-05-01 06:00:48.800,0.0,2.79e-19,-0.001,worn,0.1667542007224614
6,2026-05-01 06:00:48.900,0.0,2.79e-19,0.0,worn,0.1360793678066105
6,2026-05-01 06:00:49.000,0.0,2.79e-19,0.00175,worn,0.1437230618749818
6,2026-05-01 06:00:49.100,0.0,2.79e-19,0.002,worn,0.14252275013225763
6,2026-05-01 06:00:49.200,0.0,2.79e-19,0.001,worn,0.163705447535825
6,2026-05-01 06:00:49.300,0.0,2.79e-19,-0.001,worn,0.15120524376863692
6,2026-05-01 06:00:49.400,0.0,2.79e-19,0.0,worn,0.15057291027642994
6,2026-05-01 06:00:49.500,5.9,0.999,53.4,worn,0.1321566205638482
6,2026-05-01 06:00:49.600,6.25,1.14,53.2,worn,0.04897294269483088
6,2026-05-01 06:00:49.700,6.05,0.793,53.5,worn,0.10216952214646374
6,2026-05-01 06:00:49.800,5.95,0.999,53.1,worn,0.0899764746163863
6,2026-05-01 06:00:49.900,6.07,0.917,53.4,worn,0.15627624718564093
6,2026-05-01 06:00:50.000,6.18,0.809,53.4,worn,0.14583156693346538
6,2026-05-01 06:00:50.100,6.07,1.04,53.2,worn,0.11902567659568358
6,2026-05-01 06:00:50.200,5.82,0.889,53.4,worn,0.16160466400800122
6,2026-05-01 06:00:50.300,5.9,0.883,53.3,worn,0.16563014837255513
6,2026-05-01 06:00:50.400,6.15,0.906,53.3,worn,0.16580499461744602
6,2026-05-01 06:00:50.500,-6.13,0.871,53.4,worn,0.16377669503976494
6,2026-05-01 06:00:50.600,-5.85,0.958,53.4,worn,0.15178524743489613
6,2026-05-01 06:00:50.700,-5.97,1.11,53.2,worn,0.06700315796212775
6,2026-05-01 06:00:50.800,-6.07,0.82,53.5,worn,0.11616535556943858
6,2026-05-01 06:00:50.900,-6.18,1.03,53.3,worn,0.1350427378868409
6,2026-05-01 06:00:51.000,-6.0,0.994,53.3,worn,0.15265109144881528
6,2026-05-01 06:00:51.100,-5.93,0.772,53.4,worn,0.13531205316408257
6,2026-05-01 06:00:51.200,-5.9,1.1,53.2,worn,0.07734113655711367
6,2026-05-01 06:00:51.300,-6.22,0.905,53.5,worn,0.1081030860125537
6,2026-05-01 06:00:51.400,-6.0,0.809,53.3,worn,0.1377073832791455
6,2026-05-01 06:00:51.500,-5.93,1.06,53.3,worn,0.1247769538532073
6,2026-05-01 06:00:51.600,0.05,1.06,53.2,worn,0.10352970517506344
6,2026-05-01 06:00:51.700,0.025,0.88,53.4,worn,0.14465918993993881
6,2026-05-01 06:00:51.800,0.05,0.885,53.3,worn,0.1427693895628359
6,2026-05-01 06:00:51.900,0.05,0.908,53.3,worn,0.14410572796187526
6,2026-05-01 06:00:52.000,0.05,0.911,53.4,worn,0.1337824491522806
6,2026-05-01 06:00:52.100,0.05,1.03,53.3,worn,0.12703911391973344
6,2026-05-01 06:00:52.200,0.05,0.856,53.3,worn,0.13345151732997457
6,2026-05-01 06:00:52.300,0.05,0.976,53.3,worn,0.14484902375230663
6,2026-05-01 06:00:52.400,0.025,0.803,53.5,worn,0.08265163964563571
6,2026-05-01 06:00:52.500,0.075,0.809,53.3,worn,0.11684725055202211
6,2026-05-01 06:00:52.600,0.0,1.15,53.2,worn,0.01288698177275338
6,2026-05-01 06:00:52.700,-0.075,2.72,18.6,worn,-0.09485526587587967
6,2026-05-01 06:00:52.800,-6.15,2.62,29.0,worn,-0.13852372765033594
6,2026-05-01 06:00:52.900,-6.15,2.98,38.9,worn,-0.142765578871077
6,2026-05-01 06:00:53.000,-6.18,2.7,49.1,worn,-0.12282665988446284
6,2026-05-01 06:00:53.100,-6.1,1.11,53.2,worn,0.06667600861696071
6,2026-05-01 06:00:53.200,-5.93,1.0,53.4,worn,0.13189791180742355
6,2026-05-01 06:00:53.300,-5.97,0.854,53.4,worn,0.1637830511346064
6,2026-05-01 06:00:53.400,-6.2,0.903,53.3,worn,0.15910581207919416
6,2026-05-01 06:00:53.500,-6.03,0.937,53.4,worn,0.15880178388103294
6,2026-05-01 06:00:53.600,-2.45,1.06,53.2,worn,0.13133172983681496
6,2026-05-01 06:00:53.700,5.28,0.917,53.3,worn,0.1586635354622718
6,2026-05-01 06:00:53.800,5.65,1.01,53.3,worn,0.13991996293968523
6,2026-05-01 06:00:53.900,5.78,0.984,53.2,worn,0.12605697703507113
6,2026-05-01 06:00:54.000,5.8,0.866,53.4,worn,0.1600897881665193
6,2026-05-01 06:00:54.100,6.05,0.955,53.3,worn,0.16856668298953875
6,2026-05-01 06:00:54.200,6.05,1.01,53.2,worn,0.12318006538177056
6,2026-05-01 06:00:54.300,6.2,0.766,53.5,worn,0.09467725029369733
6,2026-05-01 06:00:54.400,6.07,1.03,53.2,worn,0.12322586632728216
6,2026-05-01 06:00:54.500,5.88,0.897,53.4,worn,0.15305700173125564
6,2026-05-01 06:00:54.600,6.05,0.758,53.4,worn,0.12283628913071026
6,2026-05-01 06:00:54.700,6.0,0.938,53.4,worn,0.1499729914871369
6,2026-05-01 06:00:54.800,5.8,0.814,53.4,worn,0.1483466841986147
6,2026-05-01 06:00:54.900,5.88,1.06,53.2,worn,0.11588962104164552
6,2026-05-01 06:00:55.000,5.75,0.877,53.4,worn,0.16287561732935185
6,2026-05-01 06:00:55.100,5.88,0.884,53.3,worn,0.16170645563772973
6,2026-05-01 06:00:55.200,5.28,0.91,53.3,worn,0.153430987406445
6,2026-05-01 06:00:55.300,4.95,0.915,53.3,worn,0.1537647009817676
6,2026-05-01 06:00:55.400,4.53,1.03,53.3,worn,0.12068258226734485
6,2026-05-01 06:00:55.500,3.83,0.863,53.3,worn,0.13549570807272032
6,2026-05-01 06:00:55.600,3.38,0.992,53.3,worn,0.1363583138870454
6,2026-05-01 06:00:55.700,0.1,0.872,53.3,worn,0.1834759065719651
6,2026-05-01 06:00:55.800,12.8,0.9,53.3,worn,0.05908431597518554
6,2026-05-01 06:00:55.900,44.8,0.901,53.3,worn,-0.06916370738327948
6,2026-05-01 06:00:56.000,43.4,1.01,53.3,worn,-0.08349301673105602
6,2026-05-01 06:00:56.100,-0.05,0.851,53.3,worn,0.18262105660107197
6,2026-05-01 06:00:56.200,-0.05,0.946,53.3,worn,0.18882525122329136
6,2026-05-01 06:00:56.300,-0.05,0.789,53.5,worn,0.13111348025738645
6,2026-05-01 06:00:56.400,-0.025,0.817,53.3,worn,0.17359399865037428
6,2026-05-01 06:00:56.500,-0.025,1.11,53.3,worn,0.09673532287548792
6,2026-05-01 06:00:56.600,-0.05,0.805,53.4,worn,0.16910547982000146
6,2026-05-01 06:00:56.700,-5.85,1.05,53.2,worn,0.11382088435373394
6,2026-05-01 06:00:56.800,-5.7,0.86,53.4,worn,0.15237857918462655
6,2026-05-01 06:00:56.900,-5.32,0.889,53.3,worn,0.14914238379224504
6,2026-05-01 06:00:57.000,-4.88,0.905,53.3,worn,0.15136874805399703
6,2026-05-01 06:00:57.100,-4.63,0.895,53.3,worn,0.14527297830229136
6,2026-05-01 06:00:57.200,-3.88,1.02,53.3,worn,0.1281046311681473
6,2026-05-01 06:00:57.300,-3.03,0.844,53.3,worn,0.1292558591985598
6,2026-05-01 06:00:57.400,-2.22,0.958,53.3,worn,0.14986494620123042
6,2026-05-01 06:00:57.500,-1.42,0.807,53.5,worn,0.08547709784623236
6,2026-05-01 06:00:57.600,-0.475,0.796,53.3,worn,0.11154116206686737
6,2026-05-01 06:00:57.700,0.55,0.855,53.3,worn,0.17977844201584064
6,2026-05-01 06:00:57.800,-6.28,0.825,53.4,worn,0.15830118619002326
6,2026-05-01 06:00:57.900,-5.82,0.827,53.5,worn,0.11740675274534534
6,2026-05-01 06:00:58.000,-5.97,0.97,53.2,worn,0.12711950334286304
6,2026-05-01 06:00:58.100,-6.07,0.996,53.3,worn,0.1472575980435084
6,2026-05-01 06:00:58.200,-5.95,0.714,53.5,worn,0.06786633260450858
6,2026-05-01 06:00:58.300,-5.9,1.14,53.1,worn,0.020561996711475405
6,2026-05-01 06:00:58.400,-5.97,0.904,53.5,worn,0.11339837534719871
6,2026-05-01 06:00:58.500,-6.15,0.792,53.4,worn,0.1407686824177452
6,2026-05-01 06:00:58.600,-5.93,1.08,53.2,worn,0.10169275800055583
6,2026-05-01 06:00:58.700,-5.82,0.865,53.4,worn,0.1639444511196143
6,2026-05-01 06:00:58.800,3.2,0.853,53.3,worn,0.13826521440162803
6,2026-05-01 06:00:58.900,3.97,0.857,53.3,worn,0.1334736155199897
6,2026-05-01 06:00:59.000,4.55,0.806,53.4,worn,0.13094026640299822
6,2026-05-01 06:00:59.100,5.07,0.969,53.2,worn,0.11936126171088168
6,2026-05-01 06:00:59.200,5.65,1.02,53.4,worn,0.10033886798061803
6,2026-05-01 06:00:59.300,5.55,0.858,53.3,worn,0.1522887975902112
6,2026-05-01 06:00:59.400,6.03,0.918,53.2,worn,0.1252114509142499
6,2026-05-01 06:00:59.500,6.68,0.927,53.4,worn,0.14359115697451313
6,2026-05-01 06:00:59.600,6.07,1.01,53.2,worn,0.122541585755575
6,2026-05-01 06:00:59.700,5.95,0.947,53.3,worn,0.17054162788721222
6,2026-05-01 06:00:59.800,6.0,0.994,53.3,worn,0.15786250219894044
6,2026-05-01 06:00:59.900,5.95,0.794,53.5,worn,0.10105204131599382
6,2026-05-01 06:01:00.000,0.4,0.812,53.3,worn,0.1396093342925146
6,2026-05-01 06:01:00.100,1.58,1.14,53.3,worn,0.023460012057907265
6,2026-05-01 06:01:00.200,2.5,0.797,53.4,worn,0.12446938383850337
6,2026-05-01 06:01:00.300,3.2,0.992,53.1,worn,0.08430719615439058
6,2026-05-01 06:01:00.400,4.3,0.931,53.4,worn,0.13098444893642897
6,2026-05-01 06:01:00.500,4.68,0.825,53.4,worn,0.1360806743453311
6,2026-05-01 06:01:00.600,5.28,1.04,53.2,worn,0.105365655553122
6,2026-05-01 06:01:00.700,5.53,0.872,53.4,worn,0.1562189907479084
6,2026-05-01 06:01:00.800,-6.22,1.04,53.3,worn,0.13077540021438738
6,2026-05-01 06:01:00.900,-6.3,0.873,53.3,worn,0.15931557247729156
6,2026-05-01 06:01:01.000,-5.93,0.973,53.3,worn,0.16242859172233515
6,2026-05-01 06:01:01.100,-6.0,0.794,53.5,worn,0.10844914748557521
6,2026-05-01 06:01:01.200,-6.1,0.809,53.3,worn,0.13301248708580943
6,2026-05-01 06:01:01.300,-5.75,1.13,53.3,worn,0.06948799381518683
6,2026-05-01 06:01:01.400,-6.0,0.796,53.5,worn,0.10519695076116592
6,2026-05-01 06:01:01.500,-5.68,0.973,53.2,worn,0.12097778892277433
6,2026-05-01 06:01:01.600,-5.28,0.915,53.4,worn,0.1462702430881056
6,2026-05-01 06:01:01.700,-4.7,0.821,53.4,worn,0.14135900726943534
6,2026-05-01 06:01:01.800,-0.125,0.852,53.4,worn,0.15263259476159885
6,2026-05-01 06:01:01.900,-0.1,0.848,53.3,worn,0.1487485539987276
6,2026-05-01 06:01:02.000,-0.1,1.05,53.3,worn,0.12206097568234181
6,2026-05-01 06:01:02.100,-0.1,0.84,53.4,worn,0.1495860434437588
6,2026-05-01 06:01:02.200,-0.025,0.976,53.2,worn,0.12102115917883072
6,2026-05-01 06:01:02.300,0.0,1.11,53.3,worn,0.04997641929770835
6,2026-05-01 06:01:02.400,-1.75,1.15,53.2,worn,0.0032417833775497673
6,2026-05-01 06:01:02.500,-2.7,0.98,53.3,worn,0.15291274985859277
6,2026-05-01 06:01:02.600,-3.2,1.04,53.4,worn,0.08107082680210076
6,2026-05-01 06:01:02.700,1.48,0.994,53.2,worn,0.14170145252690963
6,2026-05-01 06:01:02.800,6.03,0.923,53.5,worn,0.11083079960309694
6,2026-05-01 06:01:02.900,5.93,1.02,53.2,worn,0.12274723394967074
6,2026-05-01 06:01:03.000,6.07,0.894,53.4,worn,0.15337193133043098
6,2026-05-01 06:01:03.100,5.88,0.826,53.5,worn,0.11140532825785765
6,2026-05-01 06:01:03.200,-0.425,0.776,53.4,worn,0.15887614002341438
6,2026-05-01 06:01:03.300,1.67,0.945,53.3,worn,0.1455171315364761
6,2026-05-01 06:01:03.400,2.55,0.865,53.4,worn,0.14279263511624374
6,2026-05-01 06:01:03.500,3.28,0.851,53.3,worn,0.13393739472763094
6,2026-05-01 06:01:03.600,4.0,1.04,53.2,worn,0.09556934513111803
6,2026-05-01 06:01:03.700,4.55,0.844,53.3,worn,0.13339125061431673
6,2026-05-01 06:01:03.800,-0.1,1.15,53.3,worn,0.022263073193402483
6,2026-05-01 06:01:03.900,-0.1,0.804,53.5,worn,0.08431641761376668
6,2026-05-01 06:01:04.000,0.3,0.983,53.2,worn,0.12422608705202942
6,2026-05-01 06:01:04.100,1.3,0.947,53.4,worn,0.12600439500483418
6,2026-05-01 06:01:04.200,2.17,0.834,53.4,worn,0.13002438596705257
6,2026-05-01 06:01:04.300,2.8,1.05,53.2,worn,0.1026410465264832
6,2026-05-01 06:01:04.400,3.55,0.873,53.4,worn,0.14746511746902985
6,2026-05-01 06:01:04.500,4.35,0.903,53.3,worn,0.145488980147141
6,2026-05-01 06:01:04.600,4.85,0.901,53.3,worn,0.14566182263955757
6,2026-05-01 06:01:04.700,5.28,0.912,53.3,worn,0.15541412357088746
6,2026-05-01 06:01:04.800,5.88,1.08,53.2,worn,0.10410365684030382
6,2026-05-01 06:01:04.900,5.82,0.841,53.4,worn,0.16196204214385024
6,2026-05-01 06:01:05.000,6.05,1.04,53.2,worn,0.11910342787464628
6,2026-05-01 06:01:05.100,6.07,0.947,53.3,worn,0.1678937079455748
6,2026-05-01 06:01:05.200,5.95,0.757,53.4,worn,0.11543662551559486
6,2026-05-01 06:01:05.300,5.88,1.1,53.2,worn,0.07895668487484941
6,2026-05-01 06:01:05.400,5.97,0.873,53.4,worn,0.16298268712744657
6,2026-05-01 06:01:05.500,6.1,0.803,53.3,worn,0.1357656384719087
6,2026-05-01 06:01:05.600,6.03,1.04,53.3,worn,0.13827399980628474
6,2026-05-01 06:01:05.700,5.72,0.898,53.4,worn,0.1569723341389978
6,2026-05-01 06:01:05.800,0.2,0.876,53.3,worn,0.18213303414665832
6,2026-05-01 06:01:05.900,0.175,0.901,53.3,worn,0.18494350418109984
6,2026-05-01 06:01:06.000,0.15,0.892,53.4,worn,0.18336561583630473
6,2026-05-01 06:01:06.100,0.175,1.02,53.3,worn,0.16381486202357382
6,2026-05-01 06:01:06.200,0.175,0.861,53.3,worn,0.18252828110548192
6,2026-05-01 06:01:06.300,0.275,0.956,53.3,worn,0.1865467386706786
6,2026-05-01 06:01:06.400,0.3,6.81e-07,51.8,worn,-0.07890965091370794
6,2026-05-01 06:01:06.500,0.325,2.79e-19,48.5,worn,-0.08793707100247539
6,2026-05-01 06:01:06.600,0.2,2.79e-19,45.4,worn,-0.08172214153529966
6,2026-05-01 06:01:06.700,0.2,2.79e-19,42.0,worn,-0.07373982123817979
6,2026-05-01 06:01:06.800,-0.025,0.8,53.5,worn,0.08944365136897575
6,2026-05-01 06:01:06.900,-0.025,0.971,53.2,worn,0.12299193758593902
6,2026-05-01 06:01:07.000,-0.025,0.929,53.4,worn,0.17472273427485607
6,2026-05-01 06:01:07.100,0.0,0.809,53.4,worn,0.12488766893061565
6,2026-05-01 06:01:07.200,0.025,0.978,53.3,worn,0.14603650369784166
6,2026-05-01 06:01:07.300,-0.025,0.855,53.4,worn,0.13245805900778745
6,2026-05-01 06:01:07.400,-1.13,0.876,53.3,worn,0.13147876177710727
6,2026-05-01 06:01:07.500,-2.17,0.91,53.3,worn,0.14911257718809984
6,2026-05-01 06:01:07.600,-3.5,0.9,53.3,worn,0.14842962985453367
6,2026-05-01 06:01:07.700,-4.7,1.02,53.3,worn,0.12107743442623475
6,2026-05-01 06:01:07.800,-6.1,0.858,53.4,worn,0.1632028475778482
6,2026-05-01 06:01:07.900,-5.9,0.879,53.3,worn,0.16040953761915167
6,2026-05-01 06:01:08.000,-5.93,0.91,53.3,worn,0.1646603091199511
6,2026-05-01 06:01:08.100,-6.03,0.9,53.3,worn,0.1627227406109989
6,2026-05-01 06:01:08.200,-6.15,1.01,53.3,worn,0.13505807330807051
6,2026-05-01 06:01:08.300,-5.93,0.853,53.3,worn,0.15732923797521303
6,2026-05-01 06:01:08.400,-5.82,0.949,53.3,worn,0.16853304431271787
6,2026-05-01 06:01:08.500,-5.93,0.799,53.5,worn,0.10785074891673052
6,2026-05-01 06:01:08.600,-6.13,0.813,53.3,worn,0.14289838289206402
6,2026-05-01 06:01:08.700,-6.0,1.15,53.3,worn,0.04800833049907827
6,2026-05-01 06:01:08.800,0.0,2.79e-19,0.0,worn,0.17356969042968973
6,2026-05-01 06:01:08.900,-0.05,2.79e-19,0.001,worn,0.1587146808641261
6,2026-05-01 06:01:09.000,0.0,2.79e-19,0.0,worn,0.164458935989937
6,2026-05-01 06:01:09.100,0.0,2.79e-19,-0.002,worn,0.15103132594552576
6,2026-05-01 06:01:09.200,0.0,2.79e-19,0.001,worn,0.16506419528067162
6,2026-05-01 06:01:09.300,0.0,2.79e-19,-0.001,worn,0.1364591258689522
6,2026-05-01 06:01:09.400,0.0,2.79e-19,-0.001,worn,0.1733585672350873
6,2026-05-01 06:01:09.500,0.0,2.79e-19,0.002,worn,0.14648527618137186
6,2026-05-01 06:01:09.600,0.0,2.79e-19,0.0,worn,0.16082763844281645
6,2026-05-01 06:01:09.700,-0.025,2.79e-19,0.00175,worn,0.13136319312166084
6,2026-05-01 06:01:09.800,-1.02,1.1,53.2,worn,0.07342979337675759
6,2026-05-01 06:01:09.900,-0.45,1.0,53.3,worn,0.14541519011778675
6,2026-05-01 06:01:10.000,0.175,0.73,53.4,worn,0.08196599172327063
6,2026-05-01 06:01:10.100,-0.125,0.948,53.3,worn,0.14693841920355938
6,2026-05-01 06:01:10.200,-0.175,0.897,53.3,worn,0.13975845587818397
6,2026-05-01 06:01:10.300,0.125,0.937,53.3,worn,0.14828677441938026
6,2026-05-01 06:01:10.400,-0.125,1.04,53.3,worn,0.12250992705037983
6,2026-05-01 06:01:10.500,0.175,0.866,53.3,worn,0.1374308839342558
6,2026-05-01 06:01:10.600,0.0,0.824,53.3,worn,0.12059283345313054
6,2026-05-01 06:01:10.700,0.8,0.893,53.3,worn,0.14278564008272837
6,2026-05-01 06:01:10.800,6.15,1.05,53.2,worn,0.1182226457977748
6,2026-05-01 06:01:10.900,6.18,0.875,53.4,worn,0.1621476267031109
6,2026-05-01 06:01:11.000,5.97,0.898,53.3,worn,0.1651869404118806
6,2026-05-01 06:01:11.100,6.05,0.902,53.4,worn,0.15386458531772412
6,2026-05-01 06:01:11.200,6.13,0.913,53.4,worn,0.1538594882894711
6,2026-05-01 06:01:11.300,6.1,1.05,53.3,worn,0.13534645232970444
6,2026-05-01 06:01:11.400,5.93,0.854,53.4,worn,0.16162695609696692
6,2026-05-01 06:01:11.500,6.0,0.998,53.3,worn,0.1555354276180212
6,2026-05-01 06:01:11.600,6.07,0.796,53.5,worn,0.10184825532910147
6,2026-05-01 06:01:11.700,6.18,0.818,53.3,worn,0.14097339143186283
6,2026-05-01 06:01:11.800,0.0,2.79e-19,0.002,worn,0.15407942421196463
6,2026-05-01 06:01:11.900,0.0,2.79e-19,0.0,worn,0.15770319536513544
6,2026-05-01 06:01:12.000,0.05,2.79e-19,-0.001,worn,0.1541829279724417
6,2026-05-01 06:01:12.100,0.0,2.79e-19,0.0,worn,0.16082763844281645
6,2026-05-01 06:01:12.200,0.05,2.79e-19,-0.001,worn,0.1575104344178797
6,2026-05-01 06:01:12.300,0.0,2.79e-19,-0.001,worn,0.16489762276701786
6,2026-05-01 06:01:12.400,-0.025,2.79e-19,0.0,worn,0.16651612311241631
6,2026-05-01 06:01:12.500,0.025,2.79e-19,0.001,worn,0.15083635409413548
6,2026-05-01 06:01:12.600,0.0,2.79e-19,-0.001,worn,0.16489762276701786
6,2026-05-01 06:01:12.700,0.0,2.79e-19,0.002,worn,0.14988072234826388
6,2026-05-01 06:01:12.800,0.025,2.79e-19,0.0,worn,0.1673083456574631
6,2026-05-01 06:01:12.900,-6.0,0.975,53.3,worn,0.16001262041375464
6,2026-05-01 06:01:13.000,-5.78,1.02,53.3,worn,0.13688123082342107
6,2026-05-01 06:01:13.100,-6.07,0.904,53.5,worn,0.11080540264401678
6,2026-05-01 06:01:13.200,-5.5,0.881,53.4,worn,0.16008995117035452
6,2026-05-01 06:01:13.300,-5.43,0.901,53.3,worn,0.1524887850837338
6,2026-05-01 06:01:13.400,-4.9,1.01,53.3,worn,0.12450975115842455
6,2026-05-01 06:01:13.500,-4.45,0.811,53.5,worn,0.09332176860074926
6,2026-05-01 06:01:13.600,-3.67,0.977,53.2,worn,0.12400629369339472
6,2026-05-01 06:01:13.700,-2.85,0.839,53.3,worn,0.1378302407880636
6,2026-05-01 06:01:13.800,-2.2,0.89,53.3,worn,0.1432626905769644
